question,answer,tags,priority,enabled
"How do I contact support? Demo 697","Email the support team or use the support form on the site. This demo row is entry 697.","support;contact",9,"true"
"How do I request a custom project? Demo 698","Use the inquiry form and provide your project brief. This demo row is entry 698.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 699","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 699.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 700","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 700.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 701","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 701.","company;overview",10,"true"
"How do I contact support? Demo 702","Email the support team or use the support form on the site. This demo row is entry 702.","support;contact",9,"true"
"How do I request a custom project? Demo 703","Use the inquiry form and provide your project brief. This demo row is entry 703.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 704","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 704.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 705","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 705.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 706","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 706.","company;overview",10,"true"
"How do I contact support? Demo 707","Email the support team or use the support form on the site. This demo row is entry 707.","support;contact",9,"true"
"How do I request a custom project? Demo 708","Use the inquiry form and provide your project brief. This demo row is entry 708.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 709","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 709.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 710","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 710.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 711","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 711.","company;overview",10,"true"
"How do I contact support? Demo 712","Email the support team or use the support form on the site. This demo row is entry 712.","support;contact",9,"true"
"How do I request a custom project? Demo 713","Use the inquiry form and provide your project brief. This demo row is entry 713.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 714","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 714.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 715","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 715.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 716","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 716.","company;overview",10,"true"
"How do I contact support? Demo 717","Email the support team or use the support form on the site. This demo row is entry 717.","support;contact",9,"true"
"How do I request a custom project? Demo 718","Use the inquiry form and provide your project brief. This demo row is entry 718.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 719","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 719.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 720","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 720.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 721","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 721.","company;overview",10,"true"
"How do I contact support? Demo 722","Email the support team or use the support form on the site. This demo row is entry 722.","support;contact",9,"true"
"How do I request a custom project? Demo 723","Use the inquiry form and provide your project brief. This demo row is entry 723.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 724","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 724.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 725","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 725.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 726","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 726.","company;overview",10,"true"
"How do I contact support? Demo 727","Email the support team or use the support form on the site. This demo row is entry 727.","support;contact",9,"true"
"How do I request a custom project? Demo 728","Use the inquiry form and provide your project brief. This demo row is entry 728.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 729","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 729.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 730","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 730.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 731","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 731.","company;overview",10,"true"
"How do I contact support? Demo 732","Email the support team or use the support form on the site. This demo row is entry 732.","support;contact",9,"true"
"How do I request a custom project? Demo 733","Use the inquiry form and provide your project brief. This demo row is entry 733.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 734","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 734.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 735","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 735.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 736","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 736.","company;overview",10,"true"
"How do I contact support? Demo 737","Email the support team or use the support form on the site. This demo row is entry 737.","support;contact",9,"true"
"How do I request a custom project? Demo 738","Use the inquiry form and provide your project brief. This demo row is entry 738.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 739","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 739.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 740","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 740.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 741","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 741.","company;overview",10,"true"
"How do I contact support? Demo 742","Email the support team or use the support form on the site. This demo row is entry 742.","support;contact",9,"true"
"How do I request a custom project? Demo 743","Use the inquiry form and provide your project brief. This demo row is entry 743.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 744","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 744.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 745","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 745.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 746","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 746.","company;overview",10,"true"
"How do I contact support? Demo 747","Email the support team or use the support form on the site. This demo row is entry 747.","support;contact",9,"true"
"How do I request a custom project? Demo 748","Use the inquiry form and provide your project brief. This demo row is entry 748.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 749","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 749.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 750","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 750.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 751","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 751.","company;overview",10,"true"
"How do I contact support? Demo 752","Email the support team or use the support form on the site. This demo row is entry 752.","support;contact",9,"true"
"How do I request a custom project? Demo 753","Use the inquiry form and provide your project brief. This demo row is entry 753.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 754","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 754.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 755","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 755.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 756","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 756.","company;overview",10,"true"
"How do I contact support? Demo 757","Email the support team or use the support form on the site. This demo row is entry 757.","support;contact",9,"true"
"How do I request a custom project? Demo 758","Use the inquiry form and provide your project brief. This demo row is entry 758.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 759","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 759.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 760","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 760.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 761","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 761.","company;overview",10,"true"
"How do I contact support? Demo 762","Email the support team or use the support form on the site. This demo row is entry 762.","support;contact",9,"true"
"How do I request a custom project? Demo 763","Use the inquiry form and provide your project brief. This demo row is entry 763.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 764","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 764.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 765","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 765.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 766","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 766.","company;overview",10,"true"
"How do I contact support? Demo 767","Email the support team or use the support form on the site. This demo row is entry 767.","support;contact",9,"true"
"How do I request a custom project? Demo 768","Use the inquiry form and provide your project brief. This demo row is entry 768.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 769","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 769.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 770","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 770.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 771","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 771.","company;overview",10,"true"
"How do I contact support? Demo 772","Email the support team or use the support form on the site. This demo row is entry 772.","support;contact",9,"true"
"How do I request a custom project? Demo 773","Use the inquiry form and provide your project brief. This demo row is entry 773.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 774","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 774.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 775","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 775.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 776","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 776.","company;overview",10,"true"
"How do I contact support? Demo 777","Email the support team or use the support form on the site. This demo row is entry 777.","support;contact",9,"true"
"How do I request a custom project? Demo 778","Use the inquiry form and provide your project brief. This demo row is entry 778.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 779","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 779.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 780","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 780.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 781","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 781.","company;overview",10,"true"
"How do I contact support? Demo 782","Email the support team or use the support form on the site. This demo row is entry 782.","support;contact",9,"true"
"How do I request a custom project? Demo 783","Use the inquiry form and provide your project brief. This demo row is entry 783.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 784","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 784.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 785","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 785.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 786","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 786.","company;overview",10,"true"
"How do I contact support? Demo 787","Email the support team or use the support form on the site. This demo row is entry 787.","support;contact",9,"true"
"How do I request a custom project? Demo 788","Use the inquiry form and provide your project brief. This demo row is entry 788.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 789","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 789.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 790","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 790.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 791","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 791.","company;overview",10,"true"
"How do I contact support? Demo 792","Email the support team or use the support form on the site. This demo row is entry 792.","support;contact",9,"true"
"How do I request a custom project? Demo 793","Use the inquiry form and provide your project brief. This demo row is entry 793.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 794","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 794.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 795","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 795.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 796","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 796.","company;overview",10,"true"
"How do I contact support? Demo 797","Email the support team or use the support form on the site. This demo row is entry 797.","support;contact",9,"true"
"How do I request a custom project? Demo 798","Use the inquiry form and provide your project brief. This demo row is entry 798.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 799","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 799.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 800","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 800.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 801","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 801.","company;overview",10,"true"
"How do I contact support? Demo 802","Email the support team or use the support form on the site. This demo row is entry 802.","support;contact",9,"true"
"How do I request a custom project? Demo 803","Use the inquiry form and provide your project brief. This demo row is entry 803.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 804","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 804.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 805","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 805.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 806","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 806.","company;overview",10,"true"
"How do I contact support? Demo 807","Email the support team or use the support form on the site. This demo row is entry 807.","support;contact",9,"true"
"How do I request a custom project? Demo 808","Use the inquiry form and provide your project brief. This demo row is entry 808.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 809","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 809.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 810","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 810.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 811","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 811.","company;overview",10,"true"
"How do I contact support? Demo 812","Email the support team or use the support form on the site. This demo row is entry 812.","support;contact",9,"true"
"How do I request a custom project? Demo 813","Use the inquiry form and provide your project brief. This demo row is entry 813.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 814","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 814.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 815","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 815.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 816","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 816.","company;overview",10,"true"
"How do I contact support? Demo 817","Email the support team or use the support form on the site. This demo row is entry 817.","support;contact",9,"true"
"How do I request a custom project? Demo 818","Use the inquiry form and provide your project brief. This demo row is entry 818.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 819","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 819.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 820","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 820.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 821","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 821.","company;overview",10,"true"
"How do I contact support? Demo 822","Email the support team or use the support form on the site. This demo row is entry 822.","support;contact",9,"true"
"How do I request a custom project? Demo 823","Use the inquiry form and provide your project brief. This demo row is entry 823.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 824","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 824.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 825","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 825.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 826","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 826.","company;overview",10,"true"
"How do I contact support? Demo 827","Email the support team or use the support form on the site. This demo row is entry 827.","support;contact",9,"true"
"How do I request a custom project? Demo 828","Use the inquiry form and provide your project brief. This demo row is entry 828.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 829","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 829.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 830","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 830.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 831","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 831.","company;overview",10,"true"
"How do I contact support? Demo 832","Email the support team or use the support form on the site. This demo row is entry 832.","support;contact",9,"true"
"How do I request a custom project? Demo 833","Use the inquiry form and provide your project brief. This demo row is entry 833.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 834","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 834.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 835","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 835.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 836","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 836.","company;overview",10,"true"
"How do I contact support? Demo 837","Email the support team or use the support form on the site. This demo row is entry 837.","support;contact",9,"true"
"How do I request a custom project? Demo 838","Use the inquiry form and provide your project brief. This demo row is entry 838.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 839","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 839.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 840","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 840.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 841","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 841.","company;overview",10,"true"
"How do I contact support? Demo 842","Email the support team or use the support form on the site. This demo row is entry 842.","support;contact",9,"true"
"How do I request a custom project? Demo 843","Use the inquiry form and provide your project brief. This demo row is entry 843.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 844","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 844.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 845","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 845.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 846","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 846.","company;overview",10,"true"
"How do I contact support? Demo 847","Email the support team or use the support form on the site. This demo row is entry 847.","support;contact",9,"true"
"How do I request a custom project? Demo 848","Use the inquiry form and provide your project brief. This demo row is entry 848.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 849","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 849.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 850","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 850.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 851","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 851.","company;overview",10,"true"
"How do I contact support? Demo 852","Email the support team or use the support form on the site. This demo row is entry 852.","support;contact",9,"true"
"How do I request a custom project? Demo 853","Use the inquiry form and provide your project brief. This demo row is entry 853.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 854","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 854.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 855","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 855.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 856","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 856.","company;overview",10,"true"
"How do I contact support? Demo 857","Email the support team or use the support form on the site. This demo row is entry 857.","support;contact",9,"true"
"How do I request a custom project? Demo 858","Use the inquiry form and provide your project brief. This demo row is entry 858.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 859","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 859.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 860","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 860.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 861","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 861.","company;overview",10,"true"
"How do I contact support? Demo 862","Email the support team or use the support form on the site. This demo row is entry 862.","support;contact",9,"true"
"How do I request a custom project? Demo 863","Use the inquiry form and provide your project brief. This demo row is entry 863.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 864","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 864.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 865","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 865.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 866","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 866.","company;overview",10,"true"
"How do I contact support? Demo 867","Email the support team or use the support form on the site. This demo row is entry 867.","support;contact",9,"true"
"How do I request a custom project? Demo 868","Use the inquiry form and provide your project brief. This demo row is entry 868.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 869","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 869.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 870","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 870.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 871","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 871.","company;overview",10,"true"
"How do I contact support? Demo 872","Email the support team or use the support form on the site. This demo row is entry 872.","support;contact",9,"true"
"How do I request a custom project? Demo 873","Use the inquiry form and provide your project brief. This demo row is entry 873.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 874","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 874.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 875","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 875.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 876","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 876.","company;overview",10,"true"
"How do I contact support? Demo 877","Email the support team or use the support form on the site. This demo row is entry 877.","support;contact",9,"true"
"How do I request a custom project? Demo 878","Use the inquiry form and provide your project brief. This demo row is entry 878.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 879","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 879.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 880","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 880.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 881","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 881.","company;overview",10,"true"
"How do I contact support? Demo 882","Email the support team or use the support form on the site. This demo row is entry 882.","support;contact",9,"true"
"How do I request a custom project? Demo 883","Use the inquiry form and provide your project brief. This demo row is entry 883.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 884","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 884.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 885","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 885.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 886","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 886.","company;overview",10,"true"
"How do I contact support? Demo 887","Email the support team or use the support form on the site. This demo row is entry 887.","support;contact",9,"true"
"How do I request a custom project? Demo 888","Use the inquiry form and provide your project brief. This demo row is entry 888.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 889","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 889.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 890","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 890.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 891","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 891.","company;overview",10,"true"
"How do I contact support? Demo 892","Email the support team or use the support form on the site. This demo row is entry 892.","support;contact",9,"true"
"How do I request a custom project? Demo 893","Use the inquiry form and provide your project brief. This demo row is entry 893.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 894","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 894.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 895","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 895.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 896","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 896.","company;overview",10,"true"
"How do I contact support? Demo 897","Email the support team or use the support form on the site. This demo row is entry 897.","support;contact",9,"true"
"How do I request a custom project? Demo 898","Use the inquiry form and provide your project brief. This demo row is entry 898.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 899","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 899.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 900","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 900.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 901","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 901.","company;overview",10,"true"
"How do I contact support? Demo 902","Email the support team or use the support form on the site. This demo row is entry 902.","support;contact",9,"true"
"How do I request a custom project? Demo 903","Use the inquiry form and provide your project brief. This demo row is entry 903.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 904","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 904.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 905","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 905.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 906","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 906.","company;overview",10,"true"
"How do I contact support? Demo 907","Email the support team or use the support form on the site. This demo row is entry 907.","support;contact",9,"true"
"How do I request a custom project? Demo 908","Use the inquiry form and provide your project brief. This demo row is entry 908.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 909","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 909.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 910","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 910.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 911","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 911.","company;overview",10,"true"
"How do I contact support? Demo 912","Email the support team or use the support form on the site. This demo row is entry 912.","support;contact",9,"true"
"How do I request a custom project? Demo 913","Use the inquiry form and provide your project brief. This demo row is entry 913.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 914","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 914.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 915","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 915.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 916","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 916.","company;overview",10,"true"
"How do I contact support? Demo 917","Email the support team or use the support form on the site. This demo row is entry 917.","support;contact",9,"true"
"How do I request a custom project? Demo 918","Use the inquiry form and provide your project brief. This demo row is entry 918.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 919","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 919.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 920","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 920.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 921","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 921.","company;overview",10,"true"
"How do I contact support? Demo 922","Email the support team or use the support form on the site. This demo row is entry 922.","support;contact",9,"true"
"How do I request a custom project? Demo 923","Use the inquiry form and provide your project brief. This demo row is entry 923.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 924","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 924.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 925","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 925.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 926","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 926.","company;overview",10,"true"
"How do I contact support? Demo 927","Email the support team or use the support form on the site. This demo row is entry 927.","support;contact",9,"true"
"How do I request a custom project? Demo 928","Use the inquiry form and provide your project brief. This demo row is entry 928.","sales;inquiry",8,"true"
